,problem,num_obj,iteration,iRVEA_solutions,iNSGA_solutions
10,DTLZ2,3,3,"[[2.28109587e-19 6.12639782e-17 1.00052363e+00]
 [6.12663495e-17 1.00055542e+00 0.00000000e+00]
 [1.00054169e+00 0.00000000e+00 0.00000000e+00]]","[[1.00055986e+00 0.00000000e+00 0.00000000e+00]
 [8.69095799e-01 4.96461879e-01 6.66818587e-04]
 [7.88751474e-01 6.11849872e-01 7.22563569e-02]
 [7.83943427e-01 6.17310639e-01 8.26511035e-02]
 [7.78491360e-01 5.80093138e-01 2.42273345e-01]
 [7.87773159e-01 6.11259892e-01 8.22799640e-02]
 [7.84309723e-01 6.17889947e-01 7.07702274e-02]
 [7.84096037e-01 6.17949090e-01 7.20974073e-02]
 [7.96346687e-01 6.02524692e-01 6.02383581e-02]
 [7.95891315e-01 6.02225391e-01 7.22374347e-02]
 [7.95211937e-01 6.01676988e-01 8.16149717e-02]
 [7.89813500e-01 6.12219946e-01 5.32436231e-02]]"
11,DTLZ2,3,4,"[[6.12407815e-17 1.00013786e+00 0.00000000e+00]
 [6.12407823e-17 0.00000000e+00 1.00013787e+00]
 [9.59316214e-01 3.02727116e-01 0.00000000e+00]
 [1.00013786e+00 0.00000000e+00 0.00000000e+00]
 [8.30497674e-01 5.60758014e-01 0.00000000e+00]]","[[0.91417246 0.39899553 0.07451769]
 [0.90996919 0.40857049 0.07402309]
 [1.0002273  0.         0.        ]
 [0.90541154 0.41842772 0.07551396]
 [0.90613796 0.41783244 0.06805701]
 [0.90962349 0.41064113 0.06589268]
 [0.90488565 0.41762519 0.0850265 ]
 [0.9129666  0.40277163 0.06934602]
 [0.90914922 0.40850069 0.08457601]
 [0.94290736 0.34166144 0.00602444]
 [0.90672006 0.34640968 0.24238123]
 [0.83093851 0.55670881 0.        ]]"
12,DTLZ2,3,5,"[[6.12376189e-17 1.00008621e+00 0.00000000e+00]
 [4.63729407e-18 6.10611008e-17 1.00007509e+00]
 [1.60949062e-01 4.02493000e-01 9.01458641e-01]
 [1.00009476e+00 0.00000000e+00 0.00000000e+00]
 [1.86329314e-01 6.75746517e-02 9.80362357e-01]
 [4.15490479e-01 1.50949229e-01 8.97080794e-01]]","[[1.00019694 0.         0.        ]
 [0.95419535 0.30654385 0.00248823]
 [0.949273   0.30934237 0.06227989]
 [0.93466983 0.31429896 0.16813355]
 [0.9982837  0.00536676 0.06150107]
 [0.8963015  0.44444594 0.00106803]
 [0.99886603 0.         0.05743276]
 [0.95166835 0.30586994 0.04061434]
 [0.94135686 0.30251315 0.16850252]
 [0.94204808 0.31668534 0.1136959 ]
 [0.99954473 0.         0.0404948 ]
 [0.9980664  0.02330791 0.06081709]]"
13,DTLZ2,3,6,"[[5.59723347e-17 2.48380673e-17 1.00005766e+00]
 [1.00005850e+00 0.00000000e+00 0.00000000e+00]
 [4.06596537e-01 1.75613058e-01 8.96726120e-01]
 [1.75977684e-01 4.08235964e-01 8.96947904e-01]
 [2.69042907e-01 2.68991235e-01 9.38533321e-01]
 [1.57779746e-01 1.51759019e-01 9.86586858e-01]
 [6.12359333e-17 1.00005868e+00 0.00000000e+00]
 [2.62536014e-01 2.80593194e-01 9.25212167e-01]
 [2.77484626e-01 2.79127716e-01 9.29737751e-01]
 [2.79803777e-01 2.63183856e-01 9.25119574e-01]
 [2.94064114e-01 2.77280553e-01 9.21795613e-01]]","[[1.00019362e+00 0.00000000e+00 0.00000000e+00]
 [6.12420377e-17 1.00015838e+00 0.00000000e+00]
 [1.00013119e+00 3.47546489e-02 0.00000000e+00]
 [6.07840573e-17 9.92678989e-01 1.30511648e-01]
 [9.60274786e-01 2.82510992e-01 0.00000000e+00]
 [9.97963912e-01 6.74563601e-02 0.00000000e+00]
 [6.04341703e-17 9.86964900e-01 1.68429753e-01]
 [5.94881120e-03 9.88169669e-01 1.60880507e-01]
 [3.72772821e-02 9.99488881e-01 1.82790841e-03]
 [4.54838645e-03 9.90539972e-01 1.44291321e-01]
 [9.58395581e-01 2.86746286e-01 5.82980335e-03]
 [9.93507561e-01 7.98561565e-02 1.75242185e-01]]"
14,DTLZ2,3,7,"[[1.54185605e-01 1.53721092e-01 9.76095387e-01]
 [2.78978020e-01 2.79047637e-01 9.20189992e-01]
 [2.95746413e-01 2.77560571e-01 9.18456062e-01]
 [6.12350717e-17 1.00004461e+00 0.00000000e+00]
 [2.91534864e-01 2.65795948e-01 9.20213094e-01]
 [2.82173316e-01 2.64177273e-01 9.29559856e-01]
 [3.74956096e-33 6.12349775e-17 1.00004307e+00]
 [1.77760878e-01 4.11425291e-01 8.94051286e-01]
 [4.08717116e-01 1.78262013e-01 8.95154261e-01]
 [2.62300568e-01 2.80328793e-01 9.23466526e-01]
 [1.00004376e+00 0.00000000e+00 0.00000000e+00]
 [2.76780325e-01 2.95112932e-01 9.16175283e-01]
 [2.89048756e-01 2.89118993e-01 9.14871880e-01]
 [2.69723031e-01 2.69791563e-01 9.30055393e-01]]","[[6.12376519e-17 1.00008675e+00 0.00000000e+00]
 [1.00008464e+00 0.00000000e+00 0.00000000e+00]
 [3.34450579e-01 9.42724096e-01 0.00000000e+00]
 [9.79427722e-01 2.14315039e-01 7.49848667e-13]
 [9.47902128e-01 3.18843294e-01 7.32187933e-13]
 [9.88241318e-01 1.85605054e-01 7.51841701e-13]
 [3.80350195e-01 9.25971524e-01 7.32132486e-13]
 [3.61574691e-01 9.34848067e-01 6.03654621e-06]
 [2.30852464e-01 9.73901621e-01 7.01579415e-13]
 [2.27956436e-01 9.78190847e-01 2.64292329e-15]
 [9.64911848e-01 2.80080890e-01 7.35486627e-13]
 [9.74206982e-01 2.13911743e-01 7.30962312e-02]]"
15,DTLZ2,3,8,"[[2.62300568e-01 2.80328793e-01 9.23466526e-01]
 [6.12344265e-17 1.00003408e+00 0.00000000e+00]
 [1.00004050e+00 0.00000000e+00 0.00000000e+00]
 [3.85052262e-21 6.12333381e-17 1.00001630e+00]
 [4.11033474e-01 1.78247716e-01 8.96081278e-01]
 [1.54246364e-01 1.53783932e-01 9.76063996e-01]
 [2.91498482e-01 2.65871079e-01 9.20265040e-01]
 [2.80458643e-01 2.62409822e-01 9.23497186e-01]
 [2.88552497e-01 2.88574938e-01 9.13311191e-01]
 [2.94601663e-01 2.76436850e-01 9.15008694e-01]
 [2.68926074e-01 2.69058778e-01 9.26618868e-01]
 [2.65926141e-01 2.91553500e-01 9.20446395e-01]
 [2.78771622e-01 2.78795841e-01 9.19273525e-01]
 [1.71143776e-01 4.14733764e-01 8.96227930e-01]
 [2.77425014e-01 2.95471153e-01 9.17776630e-01]]","[[6.12369116e-17 1.00007466e+00 0.00000000e+00]
 [1.00007053e+00 0.00000000e+00 0.00000000e+00]
 [1.85256878e-01 9.71971677e-01 1.51779299e-01]
 [9.79620420e-01 7.67164328e-04 2.01557626e-01]
 [3.94475720e-02 9.58604508e-01 3.02035299e-01]
 [9.39741225e-01 1.40707797e-01 3.15979500e-01]
 [1.96066033e-01 9.81651689e-01 1.16840522e-03]
 [1.85345893e-01 9.72868128e-01 1.50734001e-01]
 [1.87529930e-01 9.83599902e-01 0.00000000e+00]
 [9.89325409e-01 1.57653669e-01 7.21307996e-04]
 [9.79894255e-01 0.00000000e+00 2.13959635e-01]
 [9.79187979e-01 1.53912743e-01 1.55994431e-01]]"
16,DTLZ3,3,1,"[[7.53302261e-16 1.23023595e+01 3.32437321e+01]
 [1.48755907e+01 3.87658983e+00 3.19802002e+01]
 [1.52757919e+01 4.63525816e+00 3.12889190e+01]
 [2.18635753e+01 1.61257586e+00 3.26568548e+01]
 [3.52183025e+01 3.21861367e+00 5.81683396e-01]
 [2.17434663e-15 3.55097753e+01 1.54572114e+00]
 [1.56320041e+01 3.76796878e+00 3.14136958e+01]
 [1.35292740e+01 7.44252438e+00 3.21201497e+01]
 [9.22653464e+00 1.26478295e-01 3.41653562e+01]]","[[1.98319877e+01 0.00000000e+00 0.00000000e+00]
 [1.21415928e-15 1.98287258e+01 0.00000000e+00]
 [9.95824972e-16 2.70651259e-16 1.68530120e+01]
 [3.58719885e-01 1.73222964e+01 5.75517411e-01]
 [1.21388992e-15 1.98243268e+01 4.15690484e-01]
 [1.68379214e+01 0.00000000e+00 4.51485579e-01]
 [1.62969433e+01 4.32954432e+00 0.00000000e+00]
 [1.44666314e-16 1.09001461e-15 1.79573855e+01]
 [1.25518459e-16 1.09247661e-15 1.79588694e+01]
 [1.38285184e+00 1.68832548e+01 0.00000000e+00]
 [1.73368456e+01 0.00000000e+00 4.50445451e-01]
 [7.39163877e-32 1.20714622e-15 1.97141938e+01]]"
17,DTLZ3,3,2,"[[2.54000511e+01 0.00000000e+00 0.00000000e+00]
 [2.62425433e+00 1.09523947e+01 2.27206957e+01]
 [3.14369334e+00 1.02167910e+01 2.23067954e+01]
 [3.33286342e+00 1.08978673e+01 2.20606876e+01]
 [3.06788322e+00 1.07739133e+01 2.24569326e+01]
 [2.70319067e+00 1.11544541e+01 2.26981258e+01]
 [3.94950201e-01 1.14676065e+00 2.49919979e+01]
 [2.89872680e+00 1.09437033e+01 2.35378613e+01]
 [7.26411835e+00 7.39509982e+00 2.25506857e+01]
 [1.53994748e-15 2.51492509e+01 0.00000000e+00]
 [4.53768502e-02 7.43866821e+00 2.36496373e+01]
 [3.13014175e-02 1.37022435e+01 2.04553355e+01]]","[[5.31144291e-03 4.70855170e+00 7.03838288e+00]
 [4.29788556e-32 7.01897978e-16 1.14628639e+01]
 [1.92076327e-19 5.18729381e-16 8.47149426e+00]
 [1.09574429e+01 0.00000000e+00 0.00000000e+00]
 [3.18012124e-16 5.19353212e+00 6.73286233e+00]
 [8.18352761e+00 2.14258247e+00 7.23255927e-01]
 [5.19820595e-16 8.48931455e+00 0.00000000e+00]
 [5.18567023e-16 8.46884217e+00 7.51967545e-01]
 [9.87465446e-02 5.16625966e+00 6.75518289e+00]
 [8.14088697e+00 2.42925363e+00 7.17431245e-03]
 [6.31126016e-16 2.45290549e-17 1.03148517e+01]
 [5.17807919e-16 8.45644506e+00 9.03305421e-01]]"
18,DTLZ3,3,3,"[[2.14849704e+01 0.00000000e+00 0.00000000e+00]
 [1.29785997e-15 2.11956619e+01 0.00000000e+00]
 [2.59142175e+00 5.10437410e+00 2.00401076e+01]
 [2.82863825e+00 5.57346444e+00 1.95167182e+01]
 [5.98095625e-03 7.91771746e+00 1.95850437e+01]
 [2.39067953e+00 5.59731339e+00 1.94436527e+01]
 [2.15616227e+00 5.27584605e+00 1.95306188e+01]
 [1.15219174e-02 2.71635622e+00 2.04585970e+01]
 [4.76754244e+00 3.71638108e+00 1.96951809e+01]
 [6.03627068e-16 1.15236661e-15 2.12451437e+01]]","[[3.94234461e-16 2.01692712e-17 6.44675771e+00]
 [1.77863593e+00 0.00000000e+00 6.22719209e+00]
 [6.72007308e+00 0.00000000e+00 0.00000000e+00]
 [2.73400030e+00 5.39887979e-02 5.88039429e+00]
 [6.48649166e+00 0.00000000e+00 1.88439140e-02]
 [6.04677424e-03 2.27218355e+00 6.03190824e+00]
 [3.61760775e-03 1.68056675e+00 6.22383957e+00]
 [1.51735779e-02 6.44254070e+00 1.10081506e-01]
 [1.02209787e-01 2.01306813e+00 6.12245979e+00]
 [3.94749757e-16 6.44675277e+00 0.00000000e+00]
 [3.94754131e-16 0.00000000e+00 6.44682421e+00]
 [4.10244746e-03 1.74273957e+00 6.20659936e+00]]"
19,DTLZ3,3,4,"[[ 2.56698352  0.02090981 19.19591594]
 [ 0.82691572  1.55530328 14.2146919 ]
 [ 7.43659263  0.14033857 17.83255178]
 [19.15965098  0.          0.        ]
 [ 5.74549512 18.44907064  0.62422588]]","[[2.08618037e+00 0.00000000e+00 4.97417293e+00]
 [5.39872644e+00 0.00000000e+00 0.00000000e+00]
 [3.40126367e-16 5.55468511e+00 0.00000000e+00]
 [1.13518626e+00 4.59700471e-01 5.05331741e+00]
 [1.17928748e+00 3.03298497e-01 5.05133452e+00]
 [3.36244148e-01 1.60354458e+00 4.92784461e+00]
 [2.98246712e-16 1.10571757e-16 5.19470038e+00]
 [1.80579067e+00 7.35010811e-01 4.81973143e+00]
 [1.58848962e+00 4.01889182e-01 4.93088297e+00]
 [7.29286381e-01 1.53460528e-02 5.14290229e+00]
 [1.11413413e+00 4.89971410e-01 5.04838167e+00]
 [1.49192834e+00 6.60330095e-01 4.93332708e+00]]"
20,DTLZ3,3,5,"[[1.40730530e+00 1.89863369e+00 9.86688658e+00]
 [5.60156640e-16 2.69364469e-16 1.01507906e+01]
 [2.92679798e+00 1.97474356e+00 9.48600044e+00]
 [2.59486591e+00 2.92972431e+00 9.36053629e+00]
 [1.53437550e+00 3.83342834e+00 9.37075329e+00]
 [2.77094990e+00 2.76435105e+00 9.36257216e+00]
 [3.20535764e+00 2.17568679e+00 9.36056665e+00]
 [1.00303747e+01 1.78980110e+00 3.89382905e-01]
 [2.80391585e+00 3.02480677e+00 9.27356747e+00]
 [2.18733207e+00 2.35900879e+00 9.63127424e+00]
 [3.72360655e+00 9.46746995e+00 3.37759521e-01]
 [3.69362150e+00 4.17144871e+00 8.97990986e+00]
 [3.81230460e+00 1.69708752e+00 9.30575125e+00]]","[[5.18984673e+00 0.00000000e+00 0.00000000e+00]
 [9.32581877e-01 7.64910897e-01 3.97312071e+00]
 [2.30307632e-16 9.99017897e-17 4.09982333e+00]
 [1.44106761e+00 1.10447119e+00 3.73355361e+00]
 [9.97536986e-02 1.60527383e+00 3.77089179e+00]
 [1.15839644e+00 1.01882416e+00 3.84930751e+00]
 [1.91796065e-16 1.62211150e-16 4.10230160e+00]
 [2.65226315e-16 4.33147444e+00 0.00000000e+00]
 [1.39626274e+00 6.19496473e-01 3.86046444e+00]
 [1.59894858e+00 7.29642724e-01 3.70710813e+00]
 [2.50836990e-16 4.09647892e+00 1.92073861e-01]
 [1.19143888e-01 1.61198923e+00 3.76711134e+00]]"
21,DTLZ3,3,6,"[[1.13580278e+00 1.20949554e+00 3.77046759e+00]
 [1.49077344e+00 3.85511908e+00 0.00000000e+00]
 [6.33530682e-01 1.63885386e+00 3.69502679e+00]
 [1.79537906e+00 7.92303653e-01 4.02342620e+00]
 [1.14362857e+00 1.14626388e+00 3.78776489e+00]
 [1.09771414e+00 1.09769420e+00 3.80115100e+00]
 [1.08263851e+00 1.16050369e+00 3.83056484e+00]
 [6.27953021e-01 6.33345089e-01 4.03244196e+00]
 [3.90397863e+00 1.31618577e+00 7.60511525e-02]
 [1.78179596e-16 1.77373699e-16 4.10591514e+00]
 [1.17244047e+00 1.16936263e+00 3.76572446e+00]
 [1.15049809e+00 1.08510106e+00 3.80217781e+00]
 [1.20179412e+00 1.09592759e+00 3.77118331e+00]]","[[4.52617677e+00 0.00000000e+00 0.00000000e+00]
 [1.92408477e-16 3.14226889e+00 0.00000000e+00]
 [1.74489276e-16 7.47913740e-17 3.10036685e+00]
 [9.75167339e-01 7.94133031e-01 2.87021123e+00]
 [1.39536141e+00 1.21018184e+00 2.48809697e+00]
 [1.27097362e+00 5.66564193e-01 2.76871197e+00]
 [1.70871322e+00 6.08293700e-01 2.51500895e+00]
 [1.14485321e+00 5.30033716e-01 2.83033972e+00]
 [1.13179993e+00 8.05695165e-01 2.76990854e+00]
 [9.75861272e-01 7.86017411e-01 2.87349465e+00]
 [1.07766951e+00 8.75851939e-01 2.77014666e+00]
 [1.02525761e+00 7.31741988e-01 2.87100436e+00]]"
