,problem,num_obj,iteration,iRVEA_solutions,iNSGA_solutions
10,DTLZ2,3,3,"[[6.12373844e-17 0.00000000e+00 1.00008238e+00]
 [1.00008238e+00 0.00000000e+00 0.00000000e+00]
 [6.12373844e-17 1.00008238e+00 0.00000000e+00]
 [8.80184958e-01 4.86443112e-01 0.00000000e+00]]","[[4.41147479e-17 4.25121421e-17 1.00053244e+00]
 [7.47899435e-01 6.56701659e-01 1.06229391e-01]
 [7.29283596e-01 6.45955031e-01 2.33144461e-01]
 [6.99696972e-01 6.82638790e-01 2.26170258e-01]
 [7.02699856e-01 7.38585872e-01 2.34551838e-02]
 [6.96675658e-01 6.78654422e-01 2.46015561e-01]
 [3.89163229e-01 3.78803375e-01 8.46608729e-01]
 [5.87017519e-01 7.81222211e-01 2.37495680e-01]
 [6.87300431e-01 7.20753831e-01 1.07525252e-01]
 [7.48662586e-01 6.58018769e-01 9.14238713e-02]
 [4.33513866e-17 4.55154911e-17 1.02653274e+00]
 [6.94769619e-01 6.69530279e-01 2.94674227e-01]]"
11,DTLZ2,3,4,"[[1.00008238e+00 0.00000000e+00 0.00000000e+00]
 [5.29572808e-17 3.07445479e-17 1.00004019e+00]
 [8.32272125e-01 5.57873569e-01 0.00000000e+00]
 [9.06511494e-01 4.16453574e-01 1.19650016e-01]
 [9.02878033e-01 4.38280019e-01 1.07613944e-01]
 [6.12364165e-17 1.00006658e+00 0.00000000e+00]
 [8.90497203e-01 4.38887080e-01 1.31627143e-01]
 [8.96909660e-01 4.30771336e-01 1.19340284e-01]
 [9.05128305e-01 3.70033489e-01 2.46811557e-01]
 [8.92749184e-01 4.44984747e-01 1.09094877e-01]
 [9.05603828e-01 4.25830649e-01 1.09858679e-01]
 [8.95943372e-01 4.27398753e-01 1.35574099e-01]
 [8.87314532e-01 4.45544244e-01 1.19668183e-01]
 [9.62011054e-01 3.06733417e-01 0.00000000e+00]]","[[9.10014128e-01 4.13483550e-01 6.51595553e-02]
 [8.96931065e-01 4.43087263e-01 7.03391558e-02]
 [5.47083418e-17 2.77065319e-17 1.00149980e+00]
 [9.06531481e-01 4.13407015e-01 1.02815544e-01]
 [9.08294675e-01 4.16103925e-01 6.92515480e-02]
 [9.55502725e-01 3.00153180e-01 0.00000000e+00]
 [6.14230341e-17 1.00311427e+00 0.00000000e+00]
 [9.31259835e-01 3.68270108e-01 7.03171381e-02]
 [1.00293770e+00 0.00000000e+00 0.00000000e+00]
 [9.08816258e-01 3.45557953e-01 2.44705950e-01]
 [9.29229156e-01 3.68259808e-01 8.84620838e-02]
 [9.07799778e-01 4.15451019e-01 7.80912022e-02]]"
12,DTLZ2,3,5,"[[6.12332822e-17 0.00000000e+00 1.00001539e+00]
 [6.12332817e-17 1.00001538e+00 0.00000000e+00]
 [4.42891750e-02 1.77938288e-01 9.84866470e-01]
 [1.00001538e+00 0.00000000e+00 0.00000000e+00]]","[[6.12498648e-17 1.00028620e+00 0.00000000e+00]
 [2.43516131e-01 2.24130227e-01 9.43931980e-01]
 [2.49395258e-01 2.29525201e-01 9.41165462e-01]
 [2.61008651e-01 2.39529184e-01 9.38257964e-01]
 [2.34972163e-01 2.36305670e-01 9.49224971e-01]
 [2.20281712e-01 2.49360352e-01 9.45247591e-01]
 [2.43725551e-01 2.49135686e-01 9.43080272e-01]
 [1.46236323e-01 1.47032731e-01 9.78969164e-01]
 [2.44601415e-01 2.45401802e-01 9.38473794e-01]
 [1.65825430e-01 4.25095417e-01 8.91363936e-01]
 [2.24607872e-01 2.50813606e-01 9.41929787e-01]
 [2.44025436e-01 2.43587202e-01 9.40667147e-01]]"
13,DTLZ2,3,6,"[[1.00001435e+00 0.00000000e+00 0.00000000e+00]
 [6.12331137e-17 1.00001264e+00 0.00000000e+00]
 [1.51482573e-01 1.50281267e-01 9.80055416e-01]
 [3.74944684e-33 6.12331138e-17 1.00001264e+00]]","[[0.15279196 0.15170638 0.9771876 ]
 [0.24530913 0.25534493 0.93543144]
 [0.25052934 0.25076484 0.93530931]
 [0.24421156 0.24414871 0.938778  ]
 [0.23632117 0.25161385 0.93879985]
 [0.23377574 0.24385514 0.9414117 ]
 [0.6469177  0.76304256 0.        ]
 [0.89809966 0.44034256 0.01189997]
 [0.2838344  0.1385177  0.94913636]
 [0.24540181 0.2325351  0.94193965]
 [0.23360048 0.23231173 0.9448032 ]
 [0.25430144 0.24127337 0.93717551]]"
14,DTLZ2,3,7,"[[1.00001126e+00 0.00000000e+00 0.00000000e+00]
 [6.12331134e-17 1.00001263e+00 0.00000000e+00]
 [1.50704008e-01 1.51477083e-01 9.77632389e-01]
 [3.97410530e-01 8.60283242e-02 9.21111375e-01]
 [2.87769088e-01 2.89354265e-01 9.13350883e-01]
 [2.88908656e-01 3.09055843e-01 9.06619517e-01]
 [2.94069183e-01 2.69243949e-01 9.30078443e-01]
 [2.58507704e-01 2.58459458e-01 9.31151508e-01]
 [6.03129042e-17 1.05740092e-17 1.00000755e+00]
 [2.69689032e-01 2.88646912e-01 9.20069719e-01]
 [2.98222844e-01 2.79498061e-01 9.24239550e-01]
 [2.83440392e-01 2.83516020e-01 9.25445146e-01]
 [9.39471665e-02 4.64118701e-01 9.49666836e-01]]","[[0.2348722  0.24717343 0.94074892]
 [0.2615137  0.24280385 0.93492428]
 [0.23728616 0.25305453 0.93925327]
 [0.24460236 0.26105329 0.93490547]
 [0.88388934 0.46879284 0.01943294]
 [0.14241919 0.15192184 0.97937556]
 [0.24787605 0.23034061 0.94201513]
 [0.25423923 0.2362419  0.93856927]
 [0.69520649 0.71945432 0.01894179]
 [0.37548842 0.25328514 0.89651481]
 [0.24584899 0.24494968 0.93829058]
 [0.25322745 0.2522976  0.93470669]]"
15,DTLZ2,3,8,"[[1.00000713e+00 0.00000000e+00 0.00000000e+00]
 [2.66614357e-01 2.92549685e-01 9.23418789e-01]
 [2.77298718e-01 2.95619169e-01 9.17765381e-01]
 [6.12327885e-17 1.00000732e+00 0.00000000e+00]
 [2.89450908e-01 2.89569358e-01 9.16117490e-01]
 [4.23606160e-17 4.42157509e-17 1.00000733e+00]
 [2.95632575e-01 2.77314495e-01 9.17819142e-01]
 [2.62526687e-01 2.80664780e-01 9.24230279e-01]
 [2.69742848e-01 2.69762581e-01 9.29871594e-01]
 [2.92113814e-01 2.66751667e-01 9.22369334e-01]
 [2.81568647e-01 2.63482688e-01 9.27352835e-01]
 [1.82848187e-01 4.06792007e-01 8.99872722e-01]
 [1.52510245e-01 1.56415907e-01 9.76890673e-01]
 [2.79542263e-01 2.79562547e-01 9.22079809e-01]
 [3.83804255e-01 1.90088779e-01 9.12180821e-01]]","[[0.17769469 0.41102458 0.89530079]
 [0.41111088 0.17818    0.8958353 ]
 [0.24612558 0.2466031  0.93783089]
 [0.24511114 0.25606693 0.93609426]
 [0.23879577 0.25599057 0.93715141]
 [0.24991846 0.23415317 0.94095604]
 [0.23663905 0.24730002 0.94064651]
 [0.25189831 0.25310712 0.93452774]
 [0.25803208 0.24266583 0.93583085]
 [0.23651555 0.23389108 0.94346475]
 [0.27616724 0.22185668 0.93609821]
 [0.94704203 0.3321805  0.06030817]]"
16,DTLZ3,3,1,"[[ 2.86322548 13.24428356 41.24001728]
 [13.13305181  0.50892547 41.63367352]
 [ 0.95865691  0.25006528 49.24471366]
 [18.39127742  5.86960118 39.28939124]
 [41.50240564  1.45007945 11.65989866]
 [ 0.2907661  41.37915716 12.54959343]
 [23.94322711  0.21527417 35.73652891]]","[[2.41130142e-15 6.74184623e-17 3.93949296e+01]
 [3.90241244e+01 8.82373100e+00 0.00000000e+00]
 [1.10370713e-02 3.62778123e+01 0.00000000e+00]
 [2.40927871e-15 3.93465073e+01 0.00000000e+00]
 [3.91386249e+01 8.43949506e+00 0.00000000e+00]
 [2.52224121e-15 0.00000000e+00 4.11913249e+01]
 [3.95673549e+01 5.93878161e+00 4.79956062e-01]
 [2.22532164e-15 6.90629082e-17 3.63597581e+01]
 [1.36022306e-31 2.22141284e-15 3.62784247e+01]
 [3.83085388e+01 9.01417192e+00 0.00000000e+00]
 [3.88634324e+01 8.89988624e+00 0.00000000e+00]
 [3.98590985e+01 0.00000000e+00 0.00000000e+00]]"
17,DTLZ3,3,2,"[[3.85298461e+00 1.60852795e+01 3.24228895e+01]
 [1.38110760e-01 1.11931330e+01 3.50321076e+01]
 [4.58102382e+00 1.52007597e+01 3.30892078e+01]
 [6.05164149e-01 2.04280834e+01 3.01585904e+01]
 [7.86788970e+00 1.16284859e+00 3.47177943e+01]
 [3.58153076e+01 2.10908583e-01 6.92841479e-01]
 [4.86715773e+00 1.53138085e+01 3.26521070e+01]
 [2.30204922e-15 3.75953168e+01 4.62821596e-03]
 [3.75956151e+00 1.59355009e+01 3.28772778e+01]
 [7.69123970e+00 1.36821949e+01 3.25745165e+01]]","[[1.63855923e-15 2.67597030e+01 6.92968946e+00]
 [2.69023244e+01 0.00000000e+00 6.77174054e+00]
 [1.69826141e-15 0.00000000e+00 2.77347136e+01]
 [2.71712170e+01 0.00000000e+00 5.19527406e+00]
 [1.66144946e-15 2.71335288e+01 5.85302165e+00]
 [2.80643973e+01 0.00000000e+00 0.00000000e+00]
 [3.94624714e-19 6.44471066e-03 2.26095752e+01]
 [2.67746886e+01 7.77230537e-02 6.90168893e+00]
 [1.03645007e-31 1.69265142e-15 2.76430954e+01]
 [1.72436350e-15 2.81609931e+01 0.00000000e+00]
 [6.74998760e-01 2.76632356e+01 1.99723869e-01]
 [1.62206683e-15 2.64903617e+01 7.64409518e+00]]"
18,DTLZ3,3,3,"[[4.91671116e-16 1.73970385e-15 2.95243784e+01]
 [3.70028928e+00 7.34577715e+00 2.88125026e+01]
 [3.26599758e+00 1.28132728e+01 2.60090888e+01]
 [3.13604371e+00 7.77431251e+00 2.84410602e+01]
 [9.58155990e-01 3.49417676e+00 2.94432883e+01]
 [4.08483145e+00 7.46359352e+00 2.87738215e+01]
 [3.57060494e+00 7.62301850e+00 2.84173443e+01]
 [2.94893820e+01 1.85626842e+00 3.45789133e-01]
 [3.39669997e+00 7.49185190e+00 2.87941905e+01]
 [7.59912091e+00 2.86173709e+01 9.23831200e-02]
 [7.05075057e+00 4.72236448e+00 2.83820273e+01]]","[[1.24542993e-15 2.03394142e+01 0.00000000e+00]
 [3.82776965e+00 2.53175482e-01 2.00504473e+01]
 [2.05335754e+01 0.00000000e+00 0.00000000e+00]
 [1.12474742e-02 5.48309610e+00 1.96169927e+01]
 [8.15864603e-01 3.59324694e+00 2.00381224e+01]
 [3.67040102e+00 1.44369198e-01 2.00813163e+01]
 [1.72317610e-16 2.81416013e+00 2.01717950e+01]
 [9.78906716e-01 4.63188284e+00 1.98048188e+01]
 [4.54855965e-02 5.63487628e+00 1.95769234e+01]
 [1.25733245e-15 4.00190233e-17 2.05441955e+01]
 [2.74887826e-01 1.28315747e+00 2.03202263e+01]
 [2.33980870e-01 3.41436331e+00 2.00742488e+01]]"
19,DTLZ3,3,4,"[[3.10304205e+00 0.00000000e+00 2.32466579e+01]
 [9.04115990e+00 4.44515020e-04 2.16280955e+01]
 [6.34665622e+00 2.41239526e+00 2.29315382e+01]
 [4.97421871e+00 2.28226438e+01 1.92289526e+00]
 [6.15548782e+00 3.26672443e+00 2.23688339e+01]
 [2.34186994e+01 0.00000000e+00 0.00000000e+00]
 [6.40040172e+00 3.03613410e+00 2.23958410e+01]
 [5.39097910e+00 3.00817428e+00 2.26034554e+01]
 [5.84045171e+00 2.65271610e+00 2.25190067e+01]
 [3.83798375e+00 5.81415282e+00 2.24057196e+01]
 [6.13278248e+00 2.84921697e+00 2.24692213e+01]
 [1.25953764e-15 6.84852716e-16 2.34138850e+01]
 [6.51587179e+00 2.46906300e+00 2.24320084e+01]]","[[1.44862925e+01 0.00000000e+00 0.00000000e+00]
 [4.61194291e-32 7.53187436e-16 1.23004843e+01]
 [7.67501749e-16 1.25342548e+01 5.01227184e-03]
 [7.78111024e-16 1.27075174e+01 0.00000000e+00]
 [7.21420223e-04 2.11253289e-01 9.35816395e+00]
 [6.54542979e-16 3.66966984e-17 1.07062847e+01]
 [1.09327864e-02 9.28133565e+00 7.74381859e-01]
 [1.11500686e+01 1.65027883e-04 0.00000000e+00]
 [1.06707633e-02 9.21091957e+00 1.26373566e+00]
 [5.83180321e-16 9.52405741e+00 3.96620937e-02]
 [1.97998085e-18 6.03997595e-16 9.86408228e+00]]"
20,DTLZ3,3,5,"[[6.52297098e-16 6.89106296e-16 1.54962637e+01]
 [3.98511666e+00 4.26702610e+00 1.42643563e+01]
 [4.39085187e+00 4.03164423e+00 1.41689961e+01]
 [4.33240666e+00 4.30180658e+00 1.41654741e+01]
 [2.41725251e+00 1.51921447e+01 1.80852025e-02]
 [2.28816792e+00 2.26755671e+00 1.50492413e+01]
 [6.39381009e+00 2.49925287e+00 1.37505638e+01]
 [4.24456732e+00 4.22403683e+00 1.42310315e+01]
 [1.45685294e+01 4.99709691e+00 1.07993776e+00]
 [4.17700983e+00 4.45082003e+00 1.41620913e+01]
 [4.26255083e+00 4.01888180e+00 1.43235121e+01]
 [4.14807045e+00 4.12915009e+00 1.43099506e+01]]","[[3.83487858e-16 6.26283199e+00 0.00000000e+00]
 [6.25866330e+00 2.23421843e-01 0.00000000e+00]
 [6.26054234e+00 0.00000000e+00 0.00000000e+00]
 [3.94452409e-16 0.00000000e+00 6.44189671e+00]
 [3.05688250e-03 1.40514446e-02 5.30399288e+00]
 [1.12022818e+00 5.18430913e+00 0.00000000e+00]
 [2.34766506e-32 3.83402800e-16 6.26144290e+00]
 [3.15822816e-17 3.40068726e-16 5.57764255e+00]
 [8.04193088e-03 5.27442643e+00 6.91486648e-02]
 [5.32261299e+00 2.33722351e-02 2.73178445e-01]
 [3.83035071e-16 6.25543743e+00 3.00538193e-01]
 [1.71039626e-02 5.27418876e+00 0.00000000e+00]]"
